2024,8,1,0,30,0
2024,8,1,1,30,0
2024,8,1,2,30,0
2024,8,1,3,30,0
2024,8,1,4,30,0
2024,8,1,5,30,26
2024,8,1,6,30,193
2024,8,1,7,30,321
2024,8,1,8,30,309
2024,8,1,9,30,586
2024,8,1,10,30,583
2024,8,1,11,30,924
2024,8,1,12,30,764
2024,8,1,13,30,873
2024,8,1,14,30,670
2024,8,1,15,30,589
2024,8,1,16,30,251
2024,8,1,17,30,106
2024,8,1,18,30,23
2024,8,1,19,30,0
2024,8,1,20,30,0
2024,8,1,21,30,0
2024,8,1,22,30,0
2024,8,1,23,30,0
2024,8,2,0,30,0
2024,8,2,1,30,0
2024,8,2,2,30,0
2024,8,2,3,30,0
2024,8,2,4,30,0
2024,8,2,5,30,48
2024,8,2,6,30,228
2024,8,2,7,30,437
2024,8,2,8,30,632
2024,8,2,9,30,797
2024,8,2,10,30,913
2024,8,2,11,30,970
2024,8,2,12,30,962
2024,8,2,13,30,891
2024,8,2,14,30,769
2024,8,2,15,30,600
2024,8,2,16,30,400
2024,8,2,17,30,192
2024,8,2,18,30,24
2024,8,2,19,30,0
2024,8,2,20,30,0
2024,8,2,21,30,0
2024,8,2,22,30,0
2024,8,2,23,30,0
2024,8,3,0,30,0
2024,8,3,1,30,0
2024,8,3,2,30,0
2024,8,3,3,30,0
2024,8,3,4,30,0
2024,8,3,5,30,50
2024,8,3,6,30,237
2024,8,3,7,30,451
2024,8,3,8,30,651
2024,8,3,9,30,817
2024,8,3,10,30,934
2024,8,3,11,30,990
2024,8,3,12,30,982
2024,8,3,13,30,911
2024,8,3,14,30,783
2024,8,3,15,30,610
2024,8,3,16,30,406
2024,8,3,17,30,194
2024,8,3,18,30,24
2024,8,3,19,30,0
2024,8,3,20,30,0
2024,8,3,21,30,0
2024,8,3,22,30,0
2024,8,3,23,30,0
2024,8,4,0,30,0
2024,8,4,1,30,0
2024,8,4,2,30,0
2024,8,4,3,30,0
2024,8,4,4,30,0
2024,8,4,5,30,50
2024,8,4,6,30,237
2024,8,4,7,30,450
2024,8,4,8,30,649
2024,8,4,9,30,816
2024,8,4,10,30,932
2024,8,4,11,30,962
2024,8,4,12,30,979
2024,8,4,13,30,907
2024,8,4,14,30,778
2024,8,4,15,30,600
2024,8,4,16,30,387
2024,8,4,17,30,185
2024,8,4,18,30,22
2024,8,4,19,30,0
2024,8,4,20,30,0
2024,8,4,21,30,0
2024,8,4,22,30,0
2024,8,4,23,30,0
2024,8,5,0,30,0
2024,8,5,1,30,0
2024,8,5,2,30,0
2024,8,5,3,30,0
2024,8,5,4,30,0
2024,8,5,5,30,31
2024,8,5,6,30,228
2024,8,5,7,30,439
2024,8,5,8,30,639
2024,8,5,9,30,805
2024,8,5,10,30,920
2024,8,5,11,30,977
2024,8,5,12,30,970
2024,8,5,13,30,872
2024,8,5,14,30,748
2024,8,5,15,30,557
2024,8,5,16,30,395
2024,8,5,17,30,184
2024,8,5,18,30,20
2024,8,5,19,30,0
2024,8,5,20,30,0
2024,8,5,21,30,0
2024,8,5,22,30,0
2024,8,5,23,30,0
2024,8,6,0,30,0
2024,8,6,1,30,0
2024,8,6,2,30,0
2024,8,6,3,30,0
2024,8,6,4,30,0
2024,8,6,5,30,32
2024,8,6,6,30,183
2024,8,6,7,30,432
2024,8,6,8,30,629
2024,8,6,9,30,793
2024,8,6,10,30,909
2024,8,6,11,30,964
2024,8,6,12,30,877
2024,8,6,13,30,886
2024,8,6,14,30,724
2024,8,6,15,30,509
2024,8,6,16,30,323
2024,8,6,17,30,134
2024,8,6,18,30,14
2024,8,6,19,30,0
2024,8,6,20,30,0
2024,8,6,21,30,0
2024,8,6,22,30,0
2024,8,6,23,30,0
2024,8,7,0,30,0
2024,8,7,1,30,0
2024,8,7,2,30,0
2024,8,7,3,30,0
2024,8,7,4,30,0
2024,8,7,5,30,39
2024,8,7,6,30,208
2024,8,7,7,30,415
2024,8,7,8,30,574
2024,8,7,9,30,726
2024,8,7,10,30,868
2024,8,7,11,30,575
2024,8,7,12,30,260
2024,8,7,13,30,587
2024,8,7,14,30,745
2024,8,7,15,30,576
2024,8,7,16,30,312
2024,8,7,17,30,171
2024,8,7,18,30,16
2024,8,7,19,30,0
2024,8,7,20,30,0
2024,8,7,21,30,0
2024,8,7,22,30,0
2024,8,7,23,30,0
2024,8,8,0,30,0
2024,8,8,1,30,0
2024,8,8,2,30,0
2024,8,8,3,30,0
2024,8,8,4,30,0
2024,8,8,5,30,32
2024,8,8,6,30,214
2024,8,8,7,30,421
2024,8,8,8,30,618
2024,8,8,9,30,783
2024,8,8,10,30,798
2024,8,8,11,30,965
2024,8,8,12,30,956
2024,8,8,13,30,840
2024,8,8,14,30,719
2024,8,8,15,30,584
2024,8,8,16,30,380
2024,8,8,17,30,172
2024,8,8,18,30,15
2024,8,8,19,30,0
2024,8,8,20,30,0
2024,8,8,21,30,0
2024,8,8,22,30,0
2024,8,8,23,30,0
